synonym	primary
RBM23	RBM23
BPHL	BPHL
PWWP3A	PWWP3A
PLPP1	PLPP1
DLD	DLD
DGCR2	DGCR2
AMZ1	AMZ1
BMPR1A	BMPR1A
EBF2	EBF2
TYW1B	TYW1B
SPANXB1	SPANXB1
ADAMTS5	ADAMTS5
ANKAR	ANKAR
CGB5	CGB5
NPIPB4	NPIPB4
TEKT5	TEKT5
SERINC4	SERINC4
GPR32	GPR32
KIAA2013	KIAA2013
MTMR1	MTMR1
TEX10	TEX10
PSMB3	PSMB3
WDR74	WDR74
OR4B1	OR4B1
COL4A2	COL4A2
GLMN	GLMN
GGA1	GGA1
CT45A2	CT45A2
MAML3	MAML3
P2RY4	P2RY4
IGFBP4	IGFBP4
VCX3A	VCX3A
NAA15	NAA15
NDUFAB1	NDUFAB1
ZNF667	ZNF667
ADAMTS16	ADAMTS16
MAZ	MAZ
HNF4A	HNF4A
INHBB	INHBB
DYRK2	DYRK2
FHAD1	FHAD1
RC3H1	RC3H1
KRTAP10-4	KRTAP10-4
UBR1	UBR1
PGD	PGD
KAT5	KAT5
USP40	USP40
CLDN23	CLDN23
MAPK6	MAPK6
ERI1	ERI1
ITPRIPL2	ITPRIPL2
LGI3	LGI3
SLC25A52	SLC25A52
TWIST2	TWIST2
PPP4C	PPP4C
AFG2B	AFG2B
LGALS7B	LGALS7B
FOXA3	FOXA3
MAP4K2	MAP4K2
GDI1	GDI1
OSBPL5	OSBPL5
CLEC4M	CLEC4M
RBM28	RBM28
EEF1G	EEF1G
TMEM87A	TMEM87A
MAEL	MAEL
ANKRD16	ANKRD16
NBPF15	NBPF15
CHRND	CHRND
SERPINA3	SERPINA3
ZNF333	ZNF333
KRT1	KRT1
PDE1B	PDE1B
ASMTL	ASMTL
NDUFA4L2	NDUFA4L2
OR2Z1	OR2Z1
PCDHGC3	PCDHGC3
NDUFA4	NDUFA4
TOX3	TOX3
OR10AG1	OR10AG1
SNF8	SNF8
SMTNL2	SMTNL2
HTT	HTT
TSC22D3	TSC22D3
GUCY2D	GUCY2D
C16orf78	C16orf78
CSF2	CSF2
TROAP	TROAP
CPNE4	CPNE4
MRAS	MRAS
MAGEA2B	MAGEA2B
FAM157D	FAM157D
HRNR	HRNR
RECQL	RECQL
NUP107	NUP107
PRICKLE4	PRICKLE4
HPN	HPN
MAP7	MAP7
GRN	GRN
SPG7	SPG7
ADH1A	ADH1A
DLAT	DLAT
FFAR4	FFAR4
ZNF799	ZNF799
OR10H4	OR10H4
TOMM40	TOMM40
KCND1	KCND1
SYT6	SYT6
HAPSTR1	HAPSTR1
RAB2A	RAB2A
KCTD21	KCTD21
SLC6A17	SLC6A17
IL18BP	IL18BP
CALU	CALU
EPX	EPX
RAPGEF5	RAPGEF5
HMGN4	HMGN4
PLCB1	PLCB1
GCC1	GCC1
PRR33	PRR33
BLOC1S5	BLOC1S5
PHYH	PHYH
ASB15	ASB15
CTSE	CTSE
SPANXN3	SPANXN3
SORCS1	SORCS1
BTBD1	BTBD1
ANAPC11	ANAPC11
GCM2	GCM2
TMCC2	TMCC2
LRP5	LRP5
CHST2	CHST2
NLRP14	NLRP14
ZNF141	ZNF141
OR9K2	OR9K2
UVSSA	UVSSA
OR10Z1	OR10Z1
UBXN4	UBXN4
LYSET	LYSET
MGAT2	MGAT2
GNB1	GNB1
GFI1	GFI1
ZNF226	ZNF226
PCDHA4	PCDHA4
PBLD	PBLD
DEPDC4	DEPDC4
KCNJ11	KCNJ11
MAGEC2	MAGEC2
NSMAF	NSMAF
DDX31	DDX31
PPIAL4F	PPIAL4F
ARHGAP44	ARHGAP44
SCAMP5	SCAMP5
NME4	NME4
IFNA1	IFNA1
SQLE	SQLE
ACOT4	ACOT4
ADRB1	ADRB1
SPIN2A	SPIN2A
RILPL2	RILPL2
RHOXF2B	RHOXF2B
EXOSC2	EXOSC2
SWAP70	SWAP70
EFHD1	EFHD1
ELF5	ELF5
OXT	OXT
SIAE	SIAE
B3GLCT	B3GLCT
GRAMD4	GRAMD4
MMGT1	MMGT1
MRPL9	MRPL9
CLASP2	CLASP2
UPK1A	UPK1A
GPIHBP1	GPIHBP1
ELAPOR1	ELAPOR1
PHB1	PHB1
CD151	CD151
CA5B	CA5B
HAO1	HAO1
DDX55	DDX55
GPHA2	GPHA2
CD3G	CD3G
PAGE4	PAGE4
HEBP1	HEBP1
GZF1	GZF1
PSORS1C1	PSORS1C1
CACTIN	CACTIN
SPRN	SPRN
OR2L13	OR2L13
LRRD1	LRRD1
PLA2G12A	PLA2G12A
MT1HL1	MT1HL1
VTA1	VTA1
TNP2	TNP2
TBC1D17	TBC1D17
C3orf38	C3orf38
MEIS2	MEIS2
RABGGTA	RABGGTA
S1PR2	S1PR2
GJC2	GJC2
NUDT4	NUDT4
CCL18	CCL18
NPHS2	NPHS2
C16orf92	C16orf92
POGZ	POGZ
RCVRN	RCVRN
C19orf18	C19orf18
RGS21	RGS21
TGIF2	TGIF2
PDLIM5	PDLIM5
ERAP2	ERAP2
PRAMEF25	PRAMEF25
KIF3C	KIF3C
SPDYE9	SPDYE9
INHA	INHA
BCL9	BCL9
NQO2	NQO2
TTC39A	TTC39A
AMMECR1	AMMECR1
VAPA	VAPA
NPPC	NPPC
LATS2	LATS2
QPCT	QPCT
MED29	MED29
EPS8L3	EPS8L3
OR5M9	OR5M9
SMIM39	SMIM39
BLOC1S6	BLOC1S6
ING4	ING4
PSAP	PSAP
OR13C8	OR13C8
H3-3A	H3-3A
CXCL5	CXCL5
CEP95	CEP95
INPP5B	INPP5B
SYNM	SYNM
NRM	NRM
CPT1C	CPT1C
LTB4R	LTB4R
HRH2	HRH2
SDCBP	SDCBP
PCGF3	PCGF3
TSPAN19	TSPAN19
CYTL1	CYTL1
KLHL29	KLHL29
CISD2	CISD2
ABCC6	ABCC6
EIF1AX	EIF1AX
DDC	DDC
GSK3A	GSK3A
TBC1D19	TBC1D19
LGALS12	LGALS12
RPL38	RPL38
RPN1	RPN1
SEPTIN6	SEPTIN6
CCDC190	CCDC190
ZNF233	ZNF233
ALOX5AP	ALOX5AP
TOMM5	TOMM5
UTP25	UTP25
CCNT2	CCNT2
URGCP-MRPS24	URGCP-MRPS24
GABPA	GABPA
MATN3	MATN3
DDX19B	DDX19B
PLRG1	PLRG1
EIF5A2	EIF5A2
SMIM45	SMIM45
RTN4IP1	RTN4IP1
OR52D1	OR52D1
NOSIP	NOSIP
SEMA4C	SEMA4C
LCN1	LCN1
SLC35E2B	SLC35E2B
ZNF440	ZNF440
KIAA1217	KIAA1217
ANKRD55	ANKRD55
SSPN	SSPN
ARMC8	ARMC8
SLC24A2	SLC24A2
PANK4	PANK4
PROSER1	PROSER1
DNAJC21	DNAJC21
DEFB104A	DEFB104A
STOML1	STOML1
SLFN13	SLFN13
TMEM276-ZFTRAF1	TMEM276-ZFTRAF1
C16orf46-DT	C16orf46-DT
PSMB9	PSMB9
ADGRV1	ADGRV1
DNAAF11	DNAAF11
BRCA1	BRCA1
GSTA1	GSTA1
UBC	UBC
REXO1	REXO1
IFNAR1	IFNAR1
MITD1	MITD1
FOXI2	FOXI2
TMEM9	TMEM9
XRCC1	XRCC1
ZNF134	ZNF134
HMG20B	HMG20B
TTC7A	TTC7A
LRRTM3	LRRTM3
OR6C76	OR6C76
RPL19	RPL19
SMYD1	SMYD1
ZFAND5	ZFAND5
NQO1	NQO1
VASH2	VASH2
UPF1	UPF1
ZKSCAN5	ZKSCAN5
RPS6KL1	RPS6KL1
ZKSCAN8	ZKSCAN8
OR4N4	OR4N4
GFPT1	GFPT1
IMMT	IMMT
CCDC39	CCDC39
ZFP42	ZFP42
H2AC14	H2AC14
BRPF3	BRPF3
HS6ST1	HS6ST1
AHDC1	AHDC1
INTS10	INTS10
HSFX4	HSFX4
DCUN1D4	DCUN1D4
HINT1	HINT1
FUT6	FUT6
PRCD	PRCD
TBCC	TBCC
SPATA31A5	SPATA31A5
RRH	RRH
ADGRD2	ADGRD2
SERPINB5	SERPINB5
TMEM184C	TMEM184C
PDLIM2	PDLIM2
FGF16	FGF16
PDZRN3	PDZRN3
DNAJB12	DNAJB12
HDAC8	HDAC8
ZNF804B	ZNF804B
RASSF3	RASSF3
TADA2B	TADA2B
LYL1	LYL1
PIP4P2	PIP4P2
ANOS1	ANOS1
PDGFRL	PDGFRL
TUBA3C	TUBA3C
C19orf12	C19orf12
COL22A1	COL22A1
TMEM100	TMEM100
AGO4	AGO4
PIDD1	PIDD1
USP32	USP32
RNF111	RNF111
LUM	LUM
CLINT1	CLINT1
MARCHF1	MARCHF1
TUBB	TUBB
CBX2	CBX2
RPL9	RPL9
GUCA1A	GUCA1A
P2RX1	P2RX1
CGB1	CGB1
HTATSF1	HTATSF1
SNRNP25	SNRNP25
IMMP2L	IMMP2L
CRACDL	CRACDL
SETX	SETX
MLDHR	MLDHR
DRAP1	DRAP1
PEAR1	PEAR1
TSPYL6	TSPYL6
CTNND1	CTNND1
CYP2W1	CYP2W1
HSPA2	HSPA2
NHS	NHS
UTP4	UTP4
OR6C68	OR6C68
KRTAP19-8	KRTAP19-8
C16orf95	C16orf95
TSGA10IP	TSGA10IP
CORO7-PAM16	CORO7-PAM16
ANKRD52	ANKRD52
ARHGDIB	ARHGDIB
HMGN2	HMGN2
TRIM50	TRIM50
CNGA4	CNGA4
ZNF836	ZNF836
LMBR1L	LMBR1L
KIAA0586	KIAA0586
USP51	USP51
ZNF365	ZNF365
NCKAP5L	NCKAP5L
ENPP3	ENPP3
CBY3	CBY3
AHCTF1	AHCTF1
RPP25	RPP25
ULK4	ULK4
FGD1	FGD1
STAP2	STAP2
ALS2	ALS2
ZSWIM6	ZSWIM6
CNFN	CNFN
ANAPC13	ANAPC13
BMPR2	BMPR2
CCNH	CCNH
ATOSA	ATOSA
PRDM15	PRDM15
SPTY2D1	SPTY2D1
FANCC	FANCC
GJD4	GJD4
EVA1A	EVA1A
ERC2	ERC2
DDIAS	DDIAS
NSMCE1	NSMCE1
VSTM2B	VSTM2B
EMP3	EMP3
SLC51A	SLC51A
TM4SF5	TM4SF5
ZNF235	ZNF235
IRF9	IRF9
SCAND3	SCAND3
CHCHD1	CHCHD1
GPR137C	GPR137C
SPACA4	SPACA4
CCDC115	CCDC115
PKNOX2	PKNOX2
SHANK1	SHANK1
NFIX	NFIX
YBX2	YBX2
LRRC2	LRRC2
THAP2	THAP2
LRIG3	LRIG3
PRDM2	PRDM2
DYNLT4	DYNLT4
OR4N2	OR4N2
BIRC6	BIRC6
PIGP	PIGP
DNAJC25-GNG10	DNAJC25-GNG10
SFTPC	SFTPC
PLA2G2D	PLA2G2D
ZNF33B	ZNF33B
PFN3	PFN3
UFSP2	UFSP2
UBA52	UBA52
LENEP	LENEP
RPS4Y2	RPS4Y2
PARM1	PARM1
C1QC	C1QC
ATL2	ATL2
RHO	RHO
EFTUD2	EFTUD2
ADGRL4	ADGRL4
S100A9	S100A9
TULP2	TULP2
BMI1	BMI1
CTBP1	CTBP1
UBE2M	UBE2M
KL	KL
ZNHIT2	ZNHIT2
SRI	SRI
ARRDC1	ARRDC1
EPS8L2	EPS8L2
CYB5R3	CYB5R3
CHST3	CHST3
ZNF765	ZNF765
ARHGAP45	ARHGAP45
ILDR2	ILDR2
SLC22A25	SLC22A25
PRDM6	PRDM6
MFRP	MFRP
EML2	EML2
BRIP1	BRIP1
CELSR2	CELSR2
XYLT1	XYLT1
STRIT1	STRIT1
RAP2A	RAP2A
BEST3	BEST3
SCIN	SCIN
HSPG2	HSPG2
SHE	SHE
ZNF705B	ZNF705B
NBPF4	NBPF4
CDKL2	CDKL2
TRPC1	TRPC1
PPRC1	PPRC1
MST1	MST1
DNAJA4	DNAJA4
YKT6	YKT6
ARHGEF10L	ARHGEF10L
LYPLAL1	LYPLAL1
GMCL2	GMCL2
IFT122	IFT122
ERV3-1	ERV3-1
GHSR	GHSR
CYTH2	CYTH2
MANBA	MANBA
TAF13	TAF13
ALDH1L1	ALDH1L1
USP49	USP49
PBRM1	PBRM1
CFAP97	CFAP97
IL36RN	IL36RN
THTPA	THTPA
CDC42	CDC42
CLEC6A	CLEC6A
PKD1L3	PKD1L3
CYP1A1	CYP1A1
ECE2	ECE2
BAG2	BAG2
PSG2	PSG2
HOXC9	HOXC9
DPP10	DPP10
SRGAP1	SRGAP1
DUSP16	DUSP16
FBXL12	FBXL12
DLST	DLST
IPCEF1	IPCEF1
SLC35E4	SLC35E4
ORC2	ORC2
SCG5	SCG5
LAIR2	LAIR2
CUL3	CUL3
RUFY2	RUFY2
ZNF616	ZNF616
APOC4	APOC4
ZNF26	ZNF26
HCRTR1	HCRTR1
PPT1	PPT1
SCN3A	SCN3A
OR52B4	OR52B4
GARIN5A	GARIN5A
LCA5L	LCA5L
SELPLG	SELPLG
STK38	STK38
YBEY	YBEY
BRK1	BRK1
TRIB3	TRIB3
SNAPIN	SNAPIN
LRRC3B	LRRC3B
OR5B3	OR5B3
SOX5	SOX5
UPK2	UPK2
POMP	POMP
PGM2L1	PGM2L1
UBQLN4	UBQLN4
BRINP3	BRINP3
GNA13	GNA13
KCNA6	KCNA6
PRKACB	PRKACB
ULBP2	ULBP2
TRH	TRH
NPEPPS	NPEPPS
GC	GC
USP47	USP47
SMIM22	SMIM22
YY2	YY2
CAPNS2	CAPNS2
TCN1	TCN1
TCOF1	TCOF1
GRM3	GRM3
PLAGL2	PLAGL2
B9D2	B9D2
CCDC80	CCDC80
SYN2	SYN2
CEP19	CEP19
EXOSC8	EXOSC8
PSMD5	PSMD5
MAP3K3	MAP3K3
TNNI3K	TNNI3K
LCE1D	LCE1D
FCSK	FCSK
HNRNPCL3	HNRNPCL3
PPP1CB	PPP1CB
ATP5PB	ATP5PB
TASL	TASL
DPPA2	DPPA2
PLAAT1	PLAAT1
SGMS1	SGMS1
GALE	GALE
TFCP2	TFCP2
FBXO34	FBXO34
SLAIN1	SLAIN1
ITGB6	ITGB6
PCLO	PCLO
OR6C4	OR6C4
PELP1	PELP1
AKIP1	AKIP1
RASA1	RASA1
TOM1L2	TOM1L2
STK32A	STK32A
TOP3B	TOP3B
TM6SF2	TM6SF2
IKBIP	IKBIP
SCGB2B2	SCGB2B2
C8orf76	C8orf76
TAF9B	TAF9B
LRRCC1	LRRCC1
BLVRB	BLVRB
LRFN3	LRFN3
TMEM132D	TMEM132D
FAM163B	FAM163B
KHDRBS1	KHDRBS1
ZNF775	ZNF775
PPP2CA	PPP2CA
OR52L1	OR52L1
CD38	CD38
UQCRH	UQCRH
CCDC137	CCDC137
ERVK3-1	ERVK3-1
ADRM1	ADRM1
POLRMT	POLRMT
CENPVL2	CENPVL2
STK4	STK4
NUDT18	NUDT18
CYB561	CYB561
RHOD	RHOD
PCBD2	PCBD2
FLYWCH1	FLYWCH1
ZC3H13	ZC3H13
MAMSTR	MAMSTR
PRR20G	PRR20G
PRSS58	PRSS58
CTAGE15	CTAGE15
KRT2	KRT2
DCAF12	DCAF12
MYB	MYB
SGCA	SGCA
SMIM7	SMIM7
GDF7	GDF7
PYGM	PYGM
ADGRG3	ADGRG3
TDRD12	TDRD12
TRHR	TRHR
SNW1	SNW1
TMEM247	TMEM247
NXPH1	NXPH1
NKAIN1	NKAIN1
ZC3H12A	ZC3H12A
ATG9A	ATG9A
CPD	CPD
THBS1	THBS1
CYFIP1	CYFIP1
PTP4A1	PTP4A1
SNX14	SNX14
FABP9	FABP9
NBPF10	NBPF10
LUZP4	LUZP4
SYBU	SYBU
KCNS3	KCNS3
ZNF674	ZNF674
ADCY3	ADCY3
C9orf72	C9orf72
C20orf204	C20orf204
RBBP6	RBBP6
ZDHHC11B	ZDHHC11B
GOLGA8H	GOLGA8H
OSGEPL1	OSGEPL1
TRMT61B	TRMT61B
SLC39A2	SLC39A2
CCDC88A	CCDC88A
APOO	APOO
CNOT10	CNOT10
KIAA1328	KIAA1328
KRTAP20-4	KRTAP20-4
SPATA21	SPATA21
CBLB	CBLB
LYPLA2	LYPLA2
UGT1A6	UGT1A6
MDM1	MDM1
MGAT4C	MGAT4C
RASA4	RASA4
ZNF385C	ZNF385C
HPGDS	HPGDS
CCDC163	CCDC163
PPIA	PPIA
TSPO2	TSPO2
RHOH	RHOH
ACTL6A	ACTL6A
TTC5	TTC5
CYP3A5	CYP3A5
ZC2HC1B	ZC2HC1B
RAB11FIP4	RAB11FIP4
STYK1	STYK1
OTX1	OTX1
SPDYE10	SPDYE10
TTK	TTK
NEFL	NEFL
ANKLE2	ANKLE2
PAH	PAH
FBXO40	FBXO40
AQP3	AQP3
CEP76	CEP76
CRIP2	CRIP2
LONRF1	LONRF1
KLB	KLB
RPS18	RPS18
OR51F2	OR51F2
CRYGA	CRYGA
KCNJ5	KCNJ5
EHD2	EHD2
TFG	TFG
ABCA6	ABCA6
ZNF165	ZNF165
WFIKKN2	WFIKKN2
ASPRV1	ASPRV1
ZNF718	ZNF718
FUCA2	FUCA2
CYP8B1	CYP8B1
HAAO	HAAO
LY6G6D	LY6G6D
FBXL16	FBXL16
C8B	C8B
DHRS1	DHRS1
MCF2	MCF2
IFTAP	IFTAP
IFT25	IFT25
PRR3	PRR3
CLCN2	CLCN2
P3H4	P3H4
ARID2	ARID2
MMP25	MMP25
ZBTB49	ZBTB49
SPATC1	SPATC1
CFL1	CFL1
CRP	CRP
TXNL4B	TXNL4B
TMEM116	TMEM116
TRIM17	TRIM17
SNRPE	SNRPE
SLC7A5	SLC7A5
PANX3	PANX3
GNAI1	GNAI1
ACTG2	ACTG2
PPP2R3B	PPP2R3B
C1orf105	C1orf105
TEX15	TEX15
ASB16	ASB16
GAGE1	GAGE1
AADACL2	AADACL2
USP17L27	USP17L27
SMS	SMS
NCF4	NCF4
TINAG	TINAG
CYP2C8	CYP2C8
RMND5B	RMND5B
KLRF2	KLRF2
CHKB	CHKB
ACAD10	ACAD10
S100Z	S100Z
ZNF559-ZNF177	ZNF559-ZNF177
PSMD1	PSMD1
MYG1	MYG1
CCDC158	CCDC158
PABIR3	PABIR3
NUMA1	NUMA1
SOHLH2	SOHLH2
ZNF207	ZNF207
KIF12	KIF12
TLE6	TLE6
IGFL1	IGFL1
CABIN1	CABIN1
UTY	UTY
TXNRD2	TXNRD2
CCDC191	CCDC191
FAM178B	FAM178B
LLCFC1	LLCFC1
ACOT9	ACOT9
SERPINA6	SERPINA6
AMPD2	AMPD2
CPNE6	CPNE6
GNAT1	GNAT1
MPZL1	MPZL1
RAB42	RAB42
MAD2L1BP	MAD2L1BP
CFAP210	CFAP210
VTI1B	VTI1B
HNRNPC	HNRNPC
SCG3	SCG3
ZNF320	ZNF320
FOXD4L1	FOXD4L1
HTRA1	HTRA1
ARHGAP22	ARHGAP22
SLC16A3	SLC16A3
MCTP1	MCTP1
CCDC126	CCDC126
SEC14L3	SEC14L3
WDR24	WDR24
FANCA	FANCA
ZFR2	ZFR2
TMEM221	TMEM221
CHCHD5	CHCHD5
OTUD1	OTUD1
GATAD2B	GATAD2B
TASOR2	TASOR2
KCNJ10	KCNJ10
OCRL	OCRL
ZNF536	ZNF536
OR8H2	OR8H2
RGPD4	RGPD4
ALYREF	ALYREF
SIGLEC11	SIGLEC11
PTGFR	PTGFR
ANO2	ANO2
IL22RA1	IL22RA1
EFR3A	EFR3A
PNLIP	PNLIP
ADM2	ADM2
ZNF496	ZNF496
TBCA	TBCA
ANGEL2	ANGEL2
SEC16A	SEC16A
TDRD1	TDRD1
KTI12	KTI12
MSRB3	MSRB3
GXYLT1	GXYLT1
TTC6	TTC6
ATP13A5	ATP13A5
TSPYL2	TSPYL2
CHMP6	CHMP6
MTHFSD	MTHFSD
RFX3	RFX3
DHODH	DHODH
COL6A3	COL6A3
NEURL1	NEURL1
MAGEA2	MAGEA2
CTSS	CTSS
NDRG3	NDRG3
PLCD1	PLCD1
CNTROB	CNTROB
NEURL2	NEURL2
ZNF599	ZNF599
KIR2DS5	KIR2DS5
PET100	PET100
HES2	HES2
PRDM7	PRDM7
TDRD7	TDRD7
CNN3	CNN3
CNN2	CNN2
PLAU	PLAU
AHI1	AHI1
ENTPD3	ENTPD3
EMID1	EMID1
SLC30A8	SLC30A8
THBD	THBD
GOLGA6L19	GOLGA6L19
ACTRT3	ACTRT3
USP5	USP5
ZNF711	ZNF711
MED24	MED24
MRPL37	MRPL37
MYO5A	MYO5A
VLDLR	VLDLR
USP24	USP24
TENT5A	TENT5A
HOXD1	HOXD1
C15orf39	C15orf39
SPATA31D3	SPATA31D3
DENND2D	DENND2D
SPRYD7	SPRYD7
PCDHB9	PCDHB9
SCART1	SCART1
CDC27	CDC27
KLHL42	KLHL42
ZNF576	ZNF576
TAL2	TAL2
MBNL1	MBNL1
GYPA	GYPA
APOBEC3B	APOBEC3B
TMEM74B	TMEM74B
LGALS1	LGALS1
SEC61A2	SEC61A2
PNMA2	PNMA2
LIM2	LIM2
CADM2	CADM2
RGS17	RGS17
KRTAP22-2	KRTAP22-2
SULT1C2	SULT1C2
DIAPH1	DIAPH1
INTS8	INTS8
ETV3L	ETV3L
CYP26A1	CYP26A1
AFF2	AFF2
BSN	BSN
DHTKD1	DHTKD1
POLE4	POLE4
GLOD4	GLOD4
CARD14	CARD14
OSTCP2	OSTCP2
ARHGAP26	ARHGAP26
LKAAEAR1	LKAAEAR1
JPT2	JPT2
PRKAB2	PRKAB2
GTSE1	GTSE1
KIF20B	KIF20B
EMX1	EMX1
TXLNA	TXLNA
RNF157	RNF157
DHRS3	DHRS3
PPP4R3B	PPP4R3B
ASPA	ASPA
PLP2	PLP2
COPS7B	COPS7B
FKBP2	FKBP2
C11orf24	C11orf24
ERICH4	ERICH4
HARS2	HARS2
CTHRC1	CTHRC1
AMBRA1	AMBRA1
RRAS2	RRAS2
PRMT9	PRMT9
FHL5	FHL5
MTREX	MTREX
CCDC106	CCDC106
GNG10	GNG10
KIF21B	KIF21B
COL5A3	COL5A3
DRC1	DRC1
TRIM6	TRIM6
XRCC5	XRCC5
LEP	LEP
PTCRA	PTCRA
MACROH2A1	MACROH2A1
ACAP2	ACAP2
SORCS3	SORCS3
SYT16	SYT16
RTBDN	RTBDN
RCHY1	RCHY1
UBN1	UBN1
EDARADD	EDARADD
ASB4	ASB4
OR12D3	OR12D3
NAP1L5	NAP1L5
COL3A1	COL3A1
ANP32A	ANP32A
SMPDL3B	SMPDL3B
DSCC1	DSCC1
PAOX	PAOX
PXDC1	PXDC1
CEACAM18	CEACAM18
EXOSC6	EXOSC6
DYRK4	DYRK4
POTEB	POTEB
CIB1	CIB1
ZNF575	ZNF575
H2BC13	H2BC13
TBKBP1	TBKBP1
NEDD8	NEDD8
RAB19	RAB19
WAPL	WAPL
BFSP1	BFSP1
RNASE12	RNASE12
LCN12	LCN12
SCNN1A	SCNN1A
ADCY1	ADCY1
CCNL2	CCNL2
ZDHHC7	ZDHHC7
VMO1	VMO1
RBMX2	RBMX2
MAF	MAF
EEFSEC	EEFSEC
ITM2C	ITM2C
ZNF382	ZNF382
POLR1G	POLR1G
EIF3B	EIF3B
MRPL36	MRPL36
SRGAP3	SRGAP3
ICAM3	ICAM3
PIK3C2A	PIK3C2A
EPB41L3	EPB41L3
IL36A	IL36A
ASCL3	ASCL3
CLIP4	CLIP4
C4B_2	C4B_2
FRAT1	FRAT1
CCDC27	CCDC27
PTPN6	PTPN6
C5orf58	C5orf58
POU4F2	POU4F2
OR5T2	OR5T2
RAB33A	RAB33A
OR6N1	OR6N1
MKRN3	MKRN3
FBH1	FBH1
MICALL1	MICALL1
PRAMEF26	PRAMEF26
TBXAS1	TBXAS1
FOXQ1	FOXQ1
LONRF2	LONRF2
PACC1	PACC1
SPECC1	SPECC1
LYSMD3	LYSMD3
LCTL	LCTL
SPDYE21	SPDYE21
DNLZ	DNLZ
CGREF1	CGREF1
DUSP7	DUSP7
NRIP3	NRIP3
MFSD12	MFSD12
TRIM69	TRIM69
FANCL	FANCL
POLR1C	POLR1C
CST11	CST11
ASZ1	ASZ1
SIRPD	SIRPD
CHCHD4	CHCHD4
WDFY2	WDFY2
LRRTM2	LRRTM2
SIMC1	SIMC1
ZNF470	ZNF470
PSENEN	PSENEN
ATR	ATR
MED11	MED11
MRPL1	MRPL1
SOCS5	SOCS5
AMACR	AMACR
PTGES2	PTGES2
RPS3	RPS3
WDPCP	WDPCP
ZNHIT6	ZNHIT6
DRC7	DRC7
C1orf74	C1orf74
ZNF578	ZNF578
TUBB6	TUBB6
NOP53	NOP53
RPS9	RPS9
KRT7	KRT7
SHOC2	SHOC2
CDC42BPB	CDC42BPB
MCF2L	MCF2L
MTCH1	MTCH1
TRAF3	TRAF3
SLC31A1	SLC31A1
EPN1	EPN1
SOD2	SOD2
ELMOD1	ELMOD1
RGL3	RGL3
ZC3H15	ZC3H15
PARP9	PARP9
YPEL3	YPEL3
ZFYVE28	ZFYVE28
SAP30BP	SAP30BP
GAB3	GAB3
KRT4	KRT4
SCN9A	SCN9A
CORO2A	CORO2A
TPTE	TPTE
CT45A1	CT45A1
CCDC92	CCDC92
ZP1	ZP1
C3orf52	C3orf52
PTPN9	PTPN9
C1orf53	C1orf53
PPM1G	PPM1G
SMARCB1	SMARCB1
VDAC2	VDAC2
RTN4RL2	RTN4RL2
KRTAP3-2	KRTAP3-2
THAP8	THAP8
TXNDC17	TXNDC17
PIGH	PIGH
CPQ	CPQ
PHLDA3	PHLDA3
FSBP	FSBP
OR8K5	OR8K5
SLC38A3	SLC38A3
GLYCTK	GLYCTK
DELE1	DELE1
ORC6	ORC6
SSX4B	SSX4B
UBAP2L	UBAP2L
MPP4	MPP4
ZNF696	ZNF696
HS3ST6	HS3ST6
KRT25	KRT25
CDC25A	CDC25A
TMEM132B	TMEM132B
ARFIP2	ARFIP2
AXIN1	AXIN1
FBXO15	FBXO15
EEF1A2	EEF1A2
SI	SI
MAP3K21	MAP3K21
DDX21	DDX21
CCDC28A	CCDC28A
APPL1	APPL1
APOH	APOH
GPD1	GPD1
C21orf58	C21orf58
FITM2	FITM2
DSC3	DSC3
OR8G5	OR8G5
LIMD2	LIMD2
CENPE	CENPE
GABRQ	GABRQ
APCDD1	APCDD1
OR1M1	OR1M1
OSR1	OSR1
DIRAS2	DIRAS2
ZFAND2B	ZFAND2B
CELF5	CELF5
PNLIPRP2	PNLIPRP2
SLC41A3	SLC41A3
ZKSCAN4	ZKSCAN4
ARHGAP32	ARHGAP32
B4GALT6	B4GALT6
MYZAP	MYZAP
INTS6	INTS6
TBC1D8	TBC1D8
IBSP	IBSP
EFCAB11	EFCAB11
ATP6V1G1	ATP6V1G1
OR52A1	OR52A1
EXD3	EXD3
PARP11	PARP11
DENND1C	DENND1C
PDPK1	PDPK1
UBE2V2	UBE2V2
PHF5A	PHF5A
ATP5IF1	ATP5IF1
GPR152	GPR152
BEX4	BEX4
BZW1	BZW1
TMEM88B	TMEM88B
ITSN1	ITSN1
ACTB	ACTB
TREM2	TREM2
FGF10	FGF10
LBHD1	LBHD1
NHLH1	NHLH1
CCDC192	CCDC192
SCEL	SCEL
TMEM35B	TMEM35B
ZFYVE1	ZFYVE1
PRG2	PRG2
EBI3	EBI3
TLR4	TLR4
RDH12	RDH12
SAMD9L	SAMD9L
DAXX	DAXX
PCGF2	PCGF2
HR	HR
SMIM20	SMIM20
COL4A6	COL4A6
NCAPG2	NCAPG2
LSM11	LSM11
CCER2	CCER2
DOP1B	DOP1B
MYNN	MYNN
NBPF11	NBPF11
CDC123	CDC123
ALPI	ALPI
HSP90AA1	HSP90AA1
PSMD4	PSMD4
PNRC2	PNRC2
PLA2G4D	PLA2G4D
IFNL4	IFNL4
CDK14	CDK14
GOLGA8R	GOLGA8R
SPADH	SPADH
MYORG	MYORG
ALDH8A1	ALDH8A1
CACNA1C	CACNA1C
KCNA10	KCNA10
PLAUR	PLAUR
